Subject Code,Subject Title,Subject Group Code,Component Code,For Every (Week),Start Week,End Week,Day of Week,Start Time,End Time,Venue,Teaching Staff,Remark
ABCT1101,INTRODUCTORY LIFE SCIENCE,"1001, 1002, 1003, 1009, 1102, 1103, 1104, 1107, 1113, 1114",LEC001,1,1,13,Sat,8:30,10:20,Z209,"LEE, terence KW, Yanxiang Zhao",
ABCT1101,INTRODUCTORY LIFE SCIENCE,"1001, 1002, 1003, 1009, 1102, 1103, 1104, 1107, 1113, 1114",TUT001,1,1,13,Sat,10:30,11:20,Z209,"Yanxiang Zhao, wai-ting wong",
ABCT1101,INTRODUCTORY LIFE SCIENCE,"1001, 1002, 1003, 1009, 1102, 1103, 1104, 1107, 1113, 1114",TUT002,1,1,13,Sat,10:30,11:20,Z205,"LEE, terence KW, wai-ting wong",
ABCT1102,GENERAL BIOLOGY,"1001, 1002, 1003, 1009, 1101, 1102, 1103, 1104",LEC001,1,1,13,Sat,8:30,10:20,V322,"LEUNG Yun Chung, ZHAO, Q",
ABCT1102,GENERAL BIOLOGY,"1001, 1002, 1003, 1009, 1101, 1102, 1103, 1104",TUT001,1,1,13,Sat,10:30,11:20,V322,"Iris L K Wong, LEUNG Yun Chung, ZHAO, Q",
ABCT1301,CHEMISTRY AND MODERN LIVING,1114,LTL001,1,1,13,Mon,15:30,18:20,"N003, Y1315","HUANG, Bolong, LO, benedict TW, Yanjuan Gu",
ABCT1700,INTRODUCTION TO CHEMISTRY,"1001, 1002, 1003, 1009, 1102, 1103, 1104, 1112, 1113",LEC001,1,1,13,Fri,12:30,14:20,ST111#,"HO, Cheuk Lam, LEE, Lawrence YS",
ABCT1700,INTRODUCTION TO CHEMISTRY,"1001, 1002, 1003, 1009, 1102, 1103, 1104, 1112, 1113",TUT001,1,1,13,Mon,17:30,18:20,ST111#,"GENG, Ping, HO, Cheuk Lam, LEE, Lawrence YS",
ABCT1741,GENERAL CHEMISTRY I,"1009, 1101, 1102, 1103, 1104, 1112",LEC001,1,1,13,Wed,14:30,16:20,ST111#,Ga-lai LAW,
ABCT1741,GENERAL CHEMISTRY I,"1009, 1101, 1102, 1103, 1104, 1112",TUT001,1,1,13,Mon,11:30,12:20,PQ305,"GENG, Ping, Ga-lai LAW, Wesley Chan",
ABCT1741,GENERAL CHEMISTRY I,"1009, 1101, 1102, 1103, 1104, 1112",TUT002,1,1,13,Mon,11:30,12:20,QR403,"GENG, Ping, Ga-lai LAW, Wesley Chan",
ABCT1742,GENERAL CHEMISTRY II,"1001, 1002, 1003, 1009, 1101",LEC001,1,1,13,Tue,8:30,10:20,TU201,"Wing-Yiu Yu, gary cheung",
ABCT1742,GENERAL CHEMISTRY II,"1001, 1002, 1003, 1009, 1101",LTL001,1,1,1,,,,N/A,Not Applicable,
ABCT1742,GENERAL CHEMISTRY II,"1001, 1002, 1003, 1009, 1101",TUT001,1,1,13,Tue,10:30,11:20,TU201,on chan,
ABCT1742,GENERAL CHEMISTRY II,"1001, 1002, 1003, 1009, 1101",TUT002,1,1,13,Tue,10:30,11:20,TU201,Wesley Chan,
ABCT1742,GENERAL CHEMISTRY II,"1001, 1002, 1003, 1009, 1101",TUT003,1,1,13,Tue,10:30,11:20,TU201,gary cheung,
ABCT1D01,CHEMISTRY AND MODERN LIVING,"1000, 1001",LTL001,1,1,13,Mon,15:30,18:20,"N003, Y1315","HUANG, Bolong, LO, benedict TW, Yanjuan Gu",
ABCT1D04,INTRODUCTORY LIFE SCIENCE,1001,LEC001,1,1,13,Sat,8:30,10:20,Z209,"LEE, terence KW, Yanxiang Zhao",
ABCT1D04,INTRODUCTORY LIFE SCIENCE,1001,TUT001,1,1,13,Sat,11:30,12:20,Z205,"LEE, terence KW, Yanxiang Zhao, wai-ting wong",
ABCT1D05,CHINESE MEDICINE: MYTH OR TREASURE?,1001,LTL001,1,1,13,Mon,15:30,18:20,TU103,"daniel mok, ray COOPER, yuen, ailsa",
ABCT1D06,NUTRITION AND HEALTHY LIVING,1001,LEC001,1,1,13,Tue,11:30,13:20,N003,"LI, christine SY, WONG Man Sau",
ABCT1D06,NUTRITION AND HEALTHY LIVING,1001,TUT001,1,1,13,Tue,16:30,17:20,TU107,"LI, christine SY, WONG Man Sau, wai-ting wong",
ABCT1D09,GREEN HOUSE GASES AND LIFE,1001,LTL001,1,1,13,Fri,13:30,15:20,"N003, Y1118, Y1120","LAM Kim Hung, Wesley Chan",
ABCT1D09,GREEN HOUSE GASES AND LIFE,1001,LTL001,1,1,13,Tue,15:30,16:20,TU107,"LAM Kim Hung, Wesley Chan",
ABCT1D10,"FOOD COLOR, TASTE AND SMELL",1001,LTL001,1,1,13,Mon,11:30,13:20,"TU103, U512, U513, Y1023","ALSTON LEE, LAM Kim Hung",
ABCT1D10,"FOOD COLOR, TASTE AND SMELL",1001,LTL001,1,1,13,Wed,16:30,17:20,TU107,"ALSTON LEE, LAM Kim Hung",
ABCT1D11D,LIFE WITHOUT FOSSIL FUEL,1001,LEC001,1,1,13,Thu,10:30,12:20,HJ305,KF Yung,
ABCT1D11D,LIFE WITHOUT FOSSIL FUEL,1001,LTL001,1,1,13,Wed,11:30,12:20,N003,"ALSTON LEE, KF Yung",
ABCT1D13,"INTRODUCTION TO CANCER - CAUSE, TREATMENT AND PREVENTION",1001,LTL001,1,1,13,Thu,9:30,12:20,Z207,"CHOW Ming Cheung, Iris L K Wong, KO, Ben, wai-ting wong",
ABCT2103,CELL BIOLOGY,"1002, 1009, 1101",LAB001,1,1,13,Thu,13:30,16:20,"Y1118, Y1120","KO, Ben",
ABCT2103,CELL BIOLOGY,"1002, 1009, 1101",LTL001,1,1,13,Fri,12:30,15:20,PQ304,"KO, Ben",
ABCT2133,HUMAN PHYSIOLOGY,"1002, 1009, 1101, 1115",LAB001,1,1,13,Mon,13:30,16:20,Y719,"HO Chi Fong Susan, YIN, haidi",
ABCT2133,HUMAN PHYSIOLOGY,"1002, 1009, 1101, 1115",LTL001,1,1,2,Wed,8:30,11:20,N002,HO Chi Fong Susan,
ABCT2133,HUMAN PHYSIOLOGY,"1002, 1009, 1101, 1115",LTL001,1,3,12,Wed,8:30,11:20,Y302,HO Chi Fong Susan,
ABCT2134,MICROBIOLOGY,"1001, 1002",LAB001,1,1,13,Tue,13:30,16:20,"Y1118, Y1120","CHUA, Song Lin",
ABCT2134,MICROBIOLOGY,"1001, 1002",LEC001,1,1,13,,,,N/A,"CHUA, Song Lin",
ABCT2134,MICROBIOLOGY,"1001, 1002",LTL001,1,1,13,Thu,8:30,11:20,Z211,"CHUA, Song Lin, Iris L K Wong",
ABCT2134,MICROBIOLOGY,"1001, 1002",TUT001,1,1,13,,,,N/A,"CHUA, Song Lin",
ABCT2134,MICROBIOLOGY,"1009, 1101, 1115",LAB001,1,1,13,Tue,8:30,11:20,"Y1118, Y1120","CHUA, Song Lin",
ABCT2134,MICROBIOLOGY,"1009, 1101, 1115",LEC001,1,1,13,,,,N/A,"CHUA, Song Lin",
ABCT2134,MICROBIOLOGY,"1009, 1101, 1115",LTL001,1,1,13,Thu,8:30,11:20,Z211,"CHUA, Song Lin, Iris L K Wong",
ABCT2134,MICROBIOLOGY,"1009, 1101, 1115",TUT001,1,1,13,,,,N/A,"CHUA, Song Lin",
ABCT2312,INTRODUCTORY CELL BIOLOGY AND BIOCHEMISTRY,"1001, 1006, 1101, 1107",LTL001,1,1,13,Mon,12:30,15:20,N002,"CHOW Ming Cheung, KO, Ben",
ABCT2326,HUMAN PHYSIOLOGY,"1105, 1113",LAB001,1,1,13,Fri,16:30,18:20,Y719,"HO Chi Fong Susan, Iris L K Wong, Kong, Hang-kin, WONG, Marcus Ho yin",
ABCT2326,HUMAN PHYSIOLOGY,"1105, 1113",LEC001,1,1,13,Wed,15:30,17:20,V322,"HO Chi Fong Susan, WONG, Marcus Ho yin",
ABCT2326,HUMAN PHYSIOLOGY,"1105, 1113",TUT001,1,1,13,Tue,11:30,12:20,Y409,HO Chi Fong Susan,
ABCT2326,HUMAN PHYSIOLOGY,"1105, 1113",TUT002,1,1,13,Tue,11:30,12:20,W208,"CHEUNG, Chingmei",
ABCT2326,HUMAN PHYSIOLOGY,"1105, 1113",TUT003,1,1,13,Tue,11:30,12:20,Y303,"Kong, Hang-kin",
ABCT2326,HUMAN PHYSIOLOGY,1109,LAB001,1,1,13,Wed,9:30,11:20,Y719,"Iris L K Wong, Kong, Hang-kin, WONG, Marcus Ho yin",
ABCT2326,HUMAN PHYSIOLOGY,1109,LEC001,1,1,13,Fri,8:30,10:20,V322,"WONG, Marcus Ho yin",
ABCT2326,HUMAN PHYSIOLOGY,1109,TUT001,1,1,13,Tue,17:30,18:20,N103,"Kong, Hang-kin",
ABCT2326,HUMAN PHYSIOLOGY,1109,TUT002,1,1,13,Tue,17:30,18:20,V312,"YIN, haidi",
ABCT2326,HUMAN PHYSIOLOGY,1109,TUT003,1,1,13,Tue,17:30,18:20,Y306,"WONG, Marcus Ho yin",
ABCT2326,HUMAN PHYSIOLOGY,"1106, 1110",LAB001,1,1,13,Thu,16:30,18:20,Y719,"CHEUNG, Chingmei, YIN, haidi, ZHU, Yuyan, wai-ting wong",
ABCT2326,HUMAN PHYSIOLOGY,"1106, 1110",LEC001,1,1,13,Fri,14:30,16:20,TU201,"CHEUNG, Chingmei, ZHU, Yuyan",
ABCT2326,HUMAN PHYSIOLOGY,"1106, 1110",TUT001,1,1,13,Fri,11:30,12:20,R602,"CHEUNG, Chingmei",
ABCT2326,HUMAN PHYSIOLOGY,"1106, 1110",TUT002,1,1,13,Fri,11:30,12:20,W208,"ZHU, Yuyan",
ABCT2326,HUMAN PHYSIOLOGY,"1106, 1110",TUT003,1,1,13,Fri,11:30,12:20,Y303,"YIN, haidi",
ABCT2326,HUMAN PHYSIOLOGY,1111,LAB001,1,1,13,Fri,13:30,15:20,Y719,"CHEUNG, Chingmei, HO Chi Fong Susan, YIN, haidi, wai-ting wong",
ABCT2326,HUMAN PHYSIOLOGY,1111,LEC001,1,1,13,Tue,8:30,10:20,Z211,"CHEUNG, Chingmei, HO Chi Fong Susan",
ABCT2326,HUMAN PHYSIOLOGY,1111,TUT001,1,1,13,Tue,15:30,16:20,Y306,HO Chi Fong Susan,
ABCT2326,HUMAN PHYSIOLOGY,1111,TUT002,1,1,13,Tue,15:30,16:20,R602,"WONG, Marcus Ho yin",
ABCT2326,HUMAN PHYSIOLOGY,1107,LAB001,1,1,13,Fri,13:30,15:20,Y719,"CHEUNG, Chingmei, HO Chi Fong Susan, YIN, haidi, wai-ting wong",
ABCT2326,HUMAN PHYSIOLOGY,1107,LEC001,1,1,13,Tue,8:30,10:20,Z211,"CHEUNG, Chingmei, HO Chi Fong Susan",
ABCT2326,HUMAN PHYSIOLOGY,1107,TUT001,1,1,13,Tue,15:30,16:20,R1109,"YIN, haidi",
ABCT2329,SYSTEMIC PHYSIOLOGY,1111,LAB001,1,1,13,Mon,8:30,11:20,"Y1118, Y1120, Y719","CHEUNG, Chingmei, Kong, Hang-kin, YIN, haidi, ZHU, Yuyan",
ABCT2329,SYSTEMIC PHYSIOLOGY,1111,LEC001,1,1,13,Mon,12:30,14:20,TU101,"CHEUNG, Chingmei, ZHU, Yuyan",
ABCT2329,SYSTEMIC PHYSIOLOGY,1111,TUT001,1,1,13,Wed,12:30,13:20,W208,"CHEUNG, Chingmei",
ABCT2329,SYSTEMIC PHYSIOLOGY,1111,TUT002,1,1,13,Thu,11:30,12:20,R602,"ZHU, Yuyan",
ABCT2330,PHARMACOLOGY IN REHABILITATION,"1105, 1106",LEC001,2,1,13,Mon,15:30,17:20,ST111,"CHEUNG, Chingmei",
ABCT2331,HUMAN BIOLOGY FOR BIOMEDICAL ENGINEERING I,"1000, 1112",LAB001,1,1,13,Tue,8:30,11:20,Y719,"CHEUNG, Chingmei, YIN, haidi, ZHU, Yuyan",
ABCT2331,HUMAN BIOLOGY FOR BIOMEDICAL ENGINEERING I,"1000, 1112",LEC001,1,1,13,,,,N/A,"CHEUNG, Chingmei, ZHU, Yuyan",
ABCT2331,HUMAN BIOLOGY FOR BIOMEDICAL ENGINEERING I,"1000, 1112",LTL001,1,1,13,Tue,13:30,16:20,PQ303,"CHEUNG, Chingmei, ZHU, Yuyan",
ABCT2331,HUMAN BIOLOGY FOR BIOMEDICAL ENGINEERING I,"1000, 1112",TUT001,1,1,13,,,,N/A,"CHEUNG, Chingmei, ZHU, Yuyan",
ABCT2422,ANALYTICAL CHEMISTRY,"1009, 1101, 1115",LAB001,1,1,13,Mon,8:30,11:20,"Y1308, Y1315","Yanjuan Gu, daniel mok, gary cheung",
ABCT2422,ANALYTICAL CHEMISTRY,"1009, 1101, 1115",LEC001,1,1,13,Thu,16:30,18:20,TU201,"daniel mok, gary cheung",
ABCT2422,ANALYTICAL CHEMISTRY,"1009, 1101, 1115",TUT001,1,1,13,Tue,17:30,18:20,Z211,"daniel mok, gary cheung",
ABCT2701,ANALYTICAL CHEMISTRY I,"1001, 1003, 1101",LEC001,1,1,13,Thu,16:30,18:20,TU201,"daniel mok, gary cheung",
ABCT2701,ANALYTICAL CHEMISTRY I,"1001, 1003, 1101",TUT001,1,1,13,Tue,17:30,18:20,Z211,"daniel mok, gary cheung",
ABCT2706,INORGANIC CHEMISTRY I,1001,LTL001,1,1,13,Mon,15:30,18:20,Y507,"Wing-Yiu Yu, gary cheung",
ABCT2774,CHEMISTRY LABORATORY I,"1001, 1003, 1101",LAB001,1,1,13,Wed,8:30,11:20,"Y1308, Y1315","Wesley Chan, daniel mok, wm kwok",
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,1121,LTL001,1,1,13,Thu,13:30,15:20,Y410,"CHAN, alex CY, FANG, James, YIN, haidi, yuen, ailsa",See Below
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,1121,OLE001,1,1,13,,,,N/A,"CHAN, alex CY, FANG, James",See Below
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,1122,LTL001,1,1,13,Thu,13:30,15:20,Y410,"CHAN, alex CY, FANG, James, YIN, haidi, yuen, ailsa",See Below
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,1122,OLE001,1,1,13,,,,N/A,"CHAN, alex CY, FANG, James",See Below
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,1123,LTL001,1,1,13,Thu,13:30,15:20,Y410,"CHAN, alex CY, FANG, James, YIN, haidi, yuen, ailsa",See Below
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,1123,OLE001,1,1,13,,,,N/A,"CHAN, alex CY, FANG, James",See Below
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,1000,LTL001,1,1,13,,,,N/A,"CHAN, alex CY, FANG, James, YIN, haidi, yuen, ailsa",See Below
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,1000,OLE001,1,1,13,,,,N/A,"CHAN, alex CY, FANG, James",See Below
ABCT3101,IMMUNOLOGY,"1000, 1002",LAB001,1,1,13,Tue,13:30,16:20,Y719,"TAI, William CS",
ABCT3101,IMMUNOLOGY,"1000, 1002",LEC001,1,1,13,Thu,14:30,16:20,Y409,"TAI, William CS",
ABCT3101,IMMUNOLOGY,"1000, 1002",TUT001,1,1,13,Fri,15:30,16:20,Y409,"TAI, William CS",
ABCT3102,COMMERCIALIZATION OF BIOTECHNOLOGY PRODUCTS,"1000, 1002",LTL001,1,1,13,Thu,11:30,13:20,Y409,"TAM, John SL, ray COOPER",
ABCT3103,ENVIRONMENTAL SCIENCE,"1001, 1002, 1009",LAB001,1,1,13,Fri,8:30,11:20,"Y1118, Y1120","FANG, James, SIU, Ka Chai",
ABCT3103,ENVIRONMENTAL SCIENCE,"1001, 1002, 1009",LEC001,1,1,13,Wed,8:30,10:20,N003,"FANG, James",
ABCT3103,ENVIRONMENTAL SCIENCE,"1001, 1002, 1009",TUT001,1,1,13,Thu,11:30,12:20,PQ306,"FANG, James",
ABCT3112,DNA TECHNOLOGY,1002,LAB001,1,1,13,Mon,14:30,17:20,"Y1118, Y1120","LEE, terence KW, LEUNG Yun Chung, wai-ting wong",
ABCT3112,DNA TECHNOLOGY,1002,LEC001,1,1,13,Wed,13:30,15:20,Y409,"LEE, terence KW, LEUNG Yun Chung",
ABCT3112,DNA TECHNOLOGY,1002,TUT001,1,1,13,Mon,17:30,18:20,Y409,"LEE, terence KW, LEUNG Yun Chung",
ABCT3113,BIOCHEMICAL TECHNIQUES,1002,LAB001,1,1,13,Thu,16:30,19:20,"Y1118, Y1120","CHOW Ming Cheung, Iris L K Wong",
ABCT3113,BIOCHEMICAL TECHNIQUES,1002,LAB001,1,4,4,Sat,8:30,17:20,"Y1118, Y1120","CHOW Ming Cheung, Iris L K Wong",
ABCT3113,BIOCHEMICAL TECHNIQUES,1002,LEC001,1,1,13,Wed,10:30,12:20,W208,CHOW Ming Cheung,
ABCT3113,BIOCHEMICAL TECHNIQUES,1002,TUT001,1,1,13,Fri,8:30,10:20,Y409,CHOW Ming Cheung,
ABCT3276,APPLIED CHEMISTRY-ENVIRONMENTAL CHEMISTRY,1003,LTL001,1,1,13,Thu,8:30,10:20,R408,"LEUNG, kingchifranco",
ABCT3276,APPLIED CHEMISTRY-ENVIRONMENTAL CHEMISTRY,1003,LTL001,1,1,13,Wed,13:30,14:20,P308,"LEUNG, kingchifranco",
ABCT3391,ECOLOGY AND ECOSYSTEM,"1117, 1118",LEC001,1,1,13,Wed,8:30,10:20,N003,"FANG, James",
ABCT3391,ECOLOGY AND ECOSYSTEM,"1117, 1118",TUT001,1,1,13,Fri,11:30,12:20,QR514,"FANG, James, Wesley Chan",
ABCT3402,FOOD CHEMISTRY,"1009, 1115",LAB001,1,6,8,Wed,13:30,16:20,Y1315,mankin wong,
ABCT3402,FOOD CHEMISTRY,"1009, 1115",LEC001,1,1,13,Mon,15:30,17:20,Y303,mankin wong,
ABCT3402,FOOD CHEMISTRY,"1009, 1115",TUT001,1,1,13,Thu,10:30,11:20,W208,mankin wong,
ABCT3403,ELEMENTS OF FOOD ENGINEERING,"1009, 1115",LEC001,1,1,13,Tue,14:30,16:20,PQ306,"LO, benedict TW, WU Jianyong",
ABCT3403,ELEMENTS OF FOOD ENGINEERING,"1009, 1115",TUT001,1,1,13,Fri,10:30,11:20,W208,"GENG, Ping, LO, benedict TW, WU Jianyong",
ABCT3408,SENSORY EVALUATION OF FOOD,"1009, 1115",LAB001,1,3,4,Wed,13:30,16:20,"U512, U513",Kahing Wong,
ABCT3408,SENSORY EVALUATION OF FOOD,"1009, 1115",LTL001,1,1,13,Fri,14:30,16:20,W208,Kahing Wong,
ABCT3409,FOOD TOXICOLOGY,"1009, 1115",LAB001,1,5,5,Wed,13:30,16:20,"Y1118, Y1120","KWOK, KWH, Kahing Wong",
ABCT3409,FOOD TOXICOLOGY,"1009, 1115",LTL001,1,1,13,Thu,8:30,10:20,W208,"KWOK, KWH, Kahing Wong",
ABCT3411,PRINCIPLES OF NUTRITION,"1009, 1115",LEC001,1,1,13,Fri,12:30,14:20,W208,"LI, christine SY, WONG Man Sau",
ABCT3411,PRINCIPLES OF NUTRITION,"1009, 1115",TUT001,1,1,13,Mon,10:30,11:20,W208,"Iris L K Wong, LI, christine SY, WONG Man Sau",
ABCT3621,CHEMICAL PRINCIPLES FOR TESTING AND ANALYSIS,1006,LEC001,1,1,13,Wed,14:30,16:20,R503,"HUANG, Bolong",
ABCT3621,CHEMICAL PRINCIPLES FOR TESTING AND ANALYSIS,1006,TUT001,1,1,5,Thu,11:30,12:20,P307,"HUANG, Bolong",
ABCT3621,CHEMICAL PRINCIPLES FOR TESTING AND ANALYSIS,1006,TUT001,1,6,13,Thu,11:30,12:20,Y715,"HUANG, Bolong",
ABCT3622,EXPERIMENTAL TECHNIQUES IN CHEMISTRY,1006,LAB001,1,1,13,Tue,8:30,12:20,Y1315,"ALSTON LEE, LAM Kim Hung",
ABCT3622,EXPERIMENTAL TECHNIQUES IN CHEMISTRY,1006,LEC001,1,1,13,Fri,11:30,12:20,Y715,LAM Kim Hung,
ABCT3624,CHROMATOGRAPHIC ANALYSIS,1006,LEC001,1,1,13,Mon,15:30,17:20,R402,"HO, Cheuk Lam, KF Yung",
ABCT3624,CHROMATOGRAPHIC ANALYSIS,1006,TUT001,1,1,13,Mon,11:30,12:20,R408,"HO, Cheuk Lam, KF Yung",
ABCT3625,CHROMATOGRAPHIC ANALYSIS LABORATORY,1006,LAB001,1,1,13,Wed,13:30,16:20,"Y1023, Y1308",LAM Kim Hung,
ABCT3631,METROLOGY AND CALIBRATION,1006,LAB001,1,1,13,Tue,8:30,12:20,Y1315,"ALSTON LEE, CHOI, Koon-kay, KF Yung",
ABCT3631,METROLOGY AND CALIBRATION,1006,LEC001,1,1,13,Tue,15:30,17:20,R402,"CHOI, Koon-kay, KF Yung",
ABCT3631,METROLOGY AND CALIBRATION,1006,TUT001,1,1,13,Mon,17:30,18:20,P303,"CHOI, Koon-kay, KF Yung",
ABCT3707,ORGANIC CHEMISTRY II LABORATORY,1001,LAB001,1,1,13,Thu,13:30,16:20,"Y1023, Y1308, Y1315","ALSTON LEE, MA, Cong",
ABCT3707,ORGANIC CHEMISTRY II LABORATORY,1001,LAB002,1,1,13,Thu,8:30,11:20,"Y1023, Y1308, Y1315","ALSTON LEE, MA, Cong",
ABCT3708,INTERMEDIATE PHYSICAL CHEMISTRY,1001,LEC001,1,1,13,Tue,11:30,13:20,P309,"daniel mok, wm kwok",
ABCT3708,INTERMEDIATE PHYSICAL CHEMISTRY,1001,TUT001,1,1,13,Wed,13:30,14:20,P309,"daniel mok, wm kwok",
ABCT3742,ORGANIC CHEMISTRY II,1001,LTL001,1,1,13,Wed,8:30,11:20,P309,"MA, Cong",
ABCT3747,INTRODUCTION TO CHEMICAL & BIOPROCESS TECHNOLOGY,1001,LEC001,1,1,13,Tue,14:30,16:20,PQ306,"LO, benedict TW, WU Jianyong",
ABCT3747,INTRODUCTION TO CHEMICAL & BIOPROCESS TECHNOLOGY,1001,TUT001,1,1,13,Wed,11:30,12:20,P309,"GENG, Ping, LO, benedict TW, WU Jianyong",
ABCT4101,ADVANCED MOLECULAR BIOLOGY,1002,LTL001,1,1,13,Wed,15:30,18:20,"Y512, Y719","CHOW Ming Cheung, vincent KENG",
ABCT4104,RECENT DEVELOPMENTS IN MEDICAL BIOTECHNOLOGY,"1000, 1002",LAB001,1,1,13,Thu,8:30,11:20,"Y1118, Y1120","LEE, terence KW, vincent KENG",
ABCT4104,RECENT DEVELOPMENTS IN MEDICAL BIOTECHNOLOGY,"1000, 1002",LTL001,1,1,13,Mon,8:30,11:20,Y512,"LEE, terence KW, vincent KENG",
ABCT4110,MICROBIAL BIOTECHNOLOGY,1002,LAB001,1,6,6,Sat,8:30,17:20,"Y1118, Y1120, Y1216","CHUA, Song Lin",
ABCT4110,MICROBIAL BIOTECHNOLOGY,1002,LTL001,1,1,13,Fri,12:30,15:20,Y302,"CHUA, Song Lin",
ABCT4111,PROJECT,1002,POJ001,1,1,3,Sat,9:30,12:20,N/A,Not Applicable,
ABCT4111,PROJECT,1002,POJ001,1,1,3,Sat,14:30,17:20,N/A,Not Applicable,
ABCT4111,PROJECT,1002,POJ001,1,5,5,Sat,9:30,12:20,N/A,Not Applicable,
ABCT4111,PROJECT,1002,POJ001,1,5,5,Sat,14:30,17:20,N/A,Not Applicable,
ABCT4111,PROJECT,1002,POJ001,1,7,13,Sat,9:30,12:20,N/A,Not Applicable,
ABCT4111,PROJECT,1002,POJ001,1,7,13,Sat,14:30,17:20,N/A,Not Applicable,
ABCT4112,RESEARCH PROJECT,1002,POJ001,1,1,3,Sat,9:30,12:20,N/A,Not Applicable,
ABCT4112,RESEARCH PROJECT,1002,POJ001,1,1,3,Sat,14:30,17:20,N/A,Not Applicable,
ABCT4112,RESEARCH PROJECT,1002,POJ001,1,5,5,Sat,9:30,12:20,N/A,Not Applicable,
ABCT4112,RESEARCH PROJECT,1002,POJ001,1,5,5,Sat,14:30,17:20,N/A,Not Applicable,
ABCT4112,RESEARCH PROJECT,1002,POJ001,1,7,13,Sat,9:30,12:20,N/A,Not Applicable,
ABCT4112,RESEARCH PROJECT,1002,POJ001,1,7,13,Sat,14:30,17:20,N/A,Not Applicable,
ABCT4402,ADVANCED ANALYTICAL TECHNIQUES FOR FOOD HAZARDS,1009,LAB001,1,1,13,Fri,8:30,11:20,"Y1023, Y1308","Chiou, Jiachi amber, Yanjuan Gu, Zhongping Yao",
ABCT4402,ADVANCED ANALYTICAL TECHNIQUES FOR FOOD HAZARDS,1009,LEC001,1,1,13,Mon,11:30,13:20,QR610,"Chiou, Jiachi amber, Zhongping Yao",
ABCT4402,ADVANCED ANALYTICAL TECHNIQUES FOR FOOD HAZARDS,1009,TUT001,1,1,13,Tue,10:30,11:20,QR504,"Chiou, Jiachi amber, Zhongping Yao",
ABCT4409,FOOD BIOTECHNOLOGY,1009,LAB001,1,1,13,Wed,8:30,11:20,Y1118,"WONG, Marcus Ho yin",
ABCT4409,FOOD BIOTECHNOLOGY,1009,LEC001,1,1,13,Tue,8:30,10:20,R501,"WONG, Marcus Ho yin",
ABCT4409,FOOD BIOTECHNOLOGY,1009,TUT001,1,1,13,Tue,11:30,12:20,QR610,"WONG, Marcus Ho yin",
ABCT4413,FOOD PROCESSING II,1009,LAB001,1,1,6,Mon,14:30,18:20,"U512, U513, Y1022, Y1023","GENG, Ping, LI, christine SY, WU Jianyong",
ABCT4413,FOOD PROCESSING II,1009,LEC001,1,1,13,Thu,13:30,15:20,W208,"LI, christine SY, WU Jianyong",
ABCT4413,FOOD PROCESSING II,1009,TUT001,1,1,13,Wed,16:30,17:20,W208,"LI, christine SY, WU Jianyong",
ABCT4414,FOOD PROCESSING LABORATORY,1009,LAB001,1,7,13,Mon,14:30,18:20,"U512, U513, Y1022, Y1023","GENG, Ping, LAM Kim Hung",
ABCT4415,SANITATION AND FOOD HYGIENE MANAGEMENT,1009,LTL001,1,1,13,Thu,15:30,17:20,W208,Kahing Wong,
ABCT4417,PROJECT,1009,POJ001,1,1,13,Sat,9:30,12:20,N/A,Not Applicable,
ABCT4417,PROJECT,1009,POJ001,1,1,13,Sat,14:30,17:20,N/A,Not Applicable,
ABCT4418,RESEARCH PROJECT,1009,POJ001,1,1,13,Sat,9:30,12:20,N/A,Not Applicable,
ABCT4418,RESEARCH PROJECT,1009,POJ001,1,1,13,Sat,14:30,17:20,N/A,Not Applicable,
ABCT4633,QUALITY MANAGEMENT AND LABORATORY ACCREDITATION,1006,LEC001,1,1,13,Thu,8:30,10:20,R503,"CHOI, Koon-kay, KF Yung",
ABCT4633,QUALITY MANAGEMENT AND LABORATORY ACCREDITATION,1006,TUT001,1,1,13,Tue,17:30,18:20,R408,"ALSTON LEE, CHOI, Koon-kay, KF Yung",
ABCT4708,PRINCIPLES OF QUALITY ASSURANCE,"1001, 1002",LTL001,1,1,13,Tue,11:30,13:20,Y512,"Ka-sing LEUNG, LIANG Hanhua",
ABCT4708,PRINCIPLES OF QUALITY ASSURANCE,"1001, 1002",LTL001,1,1,13,Wed,11:30,12:20,Y512,"Ka-sing LEUNG, LIANG Hanhua",
ABCT4709,PROJECT,1001,LTL001,1,1,13,Tue,13:30,16:20,"Y1023, Y1308, Y1315",gary cheung,
ABCT4709,PROJECT,1001,POJ001,1,1,13,Sat,9:30,12:20,"Y1023, Y1308, Y1315",gary cheung,
ABCT4709,PROJECT,1001,POJ001,1,1,13,Sat,14:30,17:20,"Y1023, Y1308, Y1315",gary cheung,
